statenum,year,popul,lpc_viol,lpc_prop,lpc_murd,efamurd,efaviol,efaprop,xxprison,xxpolice,xxunemp,xxincome,xxpover,xxafdc15,xxgunlaw,xxbeer
1,85,3973,1.53272,3.562942,-2.3058619,.00085950003,.0091468999,.036162499,.95266563,.76266283,.089079998,9.7031927,20.6,3077.6289,1,18.700001
1,86,3992,1.734365,3.6342521,-2.278332,.0013463,.0140997,.055097401,.99529117,.79090267,.098329999,9.7459497,23.799999,2805.7781,1,19.299999
1,87,4015,1.73817,3.6783509,-2.357621,.0052518998,.0315466,.1049932,1.0584019,.81891429,.077749997,9.7620916,21.299999,3455.7419,1,19.4
1,88,4024,1.745476,3.7149351,-2.288764,.0096834004,.051824801,.1633016,1.143818,.88033438,.072080001,9.7817698,19.299999,3210,1,19.4
1,89,4030,1.7979029,3.7196901,-2.258889,.022214301,.0880652,.25017679,1.121946,.94103181,.070249997,9.8025274,18.9,3789.4929,1,19.4
1,90,4050,1.9557379,3.7369289,-2.1601429,.0458243,.1378499,.35555169,1.214463,.98910749,.067749999,9.81429,19.200001,3436.729,1,20.1
1,91,4090,2.132936,3.811173,-2.1656981,.081772499,.20478781,.48569709,1.333375,1.031381,.071999997,9.8192596,18.799999,3486.4319,1,20.1
1,92,4138,2.1647501,3.7828979,-2.20767,.1327949,.28639179,.63491219,1.388736,1.0611629,.072999999,9.8452864,17.1,3591.386,1,20.4
1,93,4187,2.054656,3.7131701,-2.157655,.2010943,.3872925,.80241227,1.4093471,1.0648611,.075000003,9.8521605,17.4,3308.4661,1,20.299999
1,94,4219,1.922304,3.74227,-2.1307471,.2859343,.50847429,.98834729,1.467732,1.088048,.059999999,9.8793344,16.4,2944.7109,1,21
1,95,4262.73,1.841993,3.7391169,-2.19435,.39417249,.64310682,1.173354,1.5345531,1.1005861,.063000001,9.9244041,20.1,2571.116,1,20.6
1,96,4290.3999,1.728276,3.7465429,-2.268311,.51801097,.79210341,1.3614759,1.581093,1.146687,.050999999,9.9400272,14,2245.9409,1,21
1,97,4319,1.730698,3.7670629,-2.31634,.65786332,.94516373,1.533093,1.623693,1.179529,.050999999,9.9372702,15.7,2175.4819,1,20.799999
2,85,532,1.7400039,3.948493,-2.3448181,.0081041995,.044875901,.14260089,.92249709,1.051474,.096079998,10.22164,8.6999998,9481.083,0,27.4
2,86,544,1.722635,4.020185,-2.4703081,.0184179,.078508899,.2273047,1.05638,1.0802751,.10908,10.1696,11.4,10272,0,27.700001
2,87,539,1.489751,3.870002,-2.3194239,.0393259,.12778351,.33447021,1.1192321,1.01959,.108,10.1013,12,9768.2285,0,26.700001
2,88,542,1.599052,3.728934,-2.9279699,.072701998,.1890161,.44901401,1.187323,1.159201,.092249997,10.09945,11,9239.5947,0,26.200001
2,89,547,1.567625,3.719795,-2.5667789,.1243887,.26812461,.58172208,1.234141,1.268973,.067419998,10.14316,10.5,10235.54,0,25.9
2,90,554,1.650115,3.8275809,-2.6035931,.1895085,.35100561,.70219368,1.249362,1.262897,.070249997,10.1504,11.4,9701.5977,0,26.6
2,91,569,1.816352,3.9311709,-2.6062109,.27087599,.45840549,.85729492,1.2063169,1.253279,.085000001,10.14376,11.8,9714.6221,0,25.299999
2,92,588,1.88609,3.891959,-2.5925369,.3626096,.56485391,.99188071,1.17364,1.006636,.090999998,10.14395,10,9471.0898,0,25.700001
2,93,599,2.0291581,3.872695,-2.4062779,.46698341,.68192607,1.118691,1.195776,.84948212,.075999998,10.14888,9.1000004,9275.5215,0,23.299999
2,94,606,2.0364511,3.900305,-2.769294,.58354002,.80036682,1.2299221,1.506856,1.015085,.078000002,10.14583,10.2,8648.4297,1,24.700001
2,95,601.34497,2.0467429,3.913012,-2.3918359,.70255238,.91122007,1.313529,1.692371,.96272081,.072999999,10.15354,7.0999999,8391.1895,1,24.5
2,96,604.91803,1.9881231,3.8584089,-2.5984299,.81035602,1.005283,1.372596,1.762777,1.0549721,.078000002,10.14762,8.1999998,9471.0889,1,22.4
2,97,609,1.947551,3.8224111,-2.4228339,.91358322,1.095627,1.428421,1.812615,1.066839,.079000004,10.12643,8.8000002,10298.61,1,23.5
3,85,3184,1.796876,4.1774321,-2.528559,.0011666,.0125391,.0499257,.91348273,1.045493,.065080002,9.8893538,10.7,6353.814,0,29.799999
3,86,3308,1.88717,4.2018871,-2.3772509,.0018663,.0193005,.074711002,.95485902,1.037196,.069250003,9.9277897,14.3,5706.667,0,30.6
3,87,3437,1.797562,4.171061,-2.6089649,.0059774001,.038729701,.1318669,1.0050941,1.058835,.062749997,9.9293137,12.8,5851.7231,0,29.799999
3,88,3535,1.788785,4.2087498,-2.4868889,.0126792,.067142099,.2097583,1.122285,1.060559,.062579997,9.9251328,14.1,5422.2969,0,29.4
3,89,3622,1.772619,4.2937751,-2.726722,.028097499,.1136945,.32059899,1.22743,1.070886,.052250002,9.9155645,14.1,4922.4341,0,29
3,90,3681,1.871154,4.2774091,-2.561965,.058572002,.17838299,.4533543,1.2657731,1.078956,.05325,9.9015169,13.7,4689.7031,0,28.6
3,91,3746,1.904249,4.2109561,-2.5551209,.1073341,.2621744,.60420948,1.323873,1.094165,.057,9.8908491,14.8,4738.8398,0,28
3,92,3832,1.903338,4.1522598,-2.5081389,.1777389,.36874381,.786331,1.380136,1.21918,.074000001,9.903594,15.1,4576.6338,0,28
3,93,3936,1.967098,4.2071891,-2.45192,.26524511,.48365811,.96193922,1.425758,1.2094899,.061999999,9.9097385,15.4,4312.8218,0,28.1
3,94,4075,1.950387,4.2796369,-2.2581871,.37141159,.61874598,1.149345,1.481524,1.229632,.064000003,9.945507,15.9,4218.1001,1,27.200001
3,95,4306.9102,1.944139,4.2966452,-2.2834761,.4972105,.76338333,1.327659,1.5780801,1.211722,.050999999,9.9777288,16.1,4067.0391,1,27.4
3,96,4432.3101,1.841962,4.1634431,-2.464431,.63253278,.91104019,1.488791,1.60041,1.2131,.055,10.00303,20.5,3411.2871,1,27.5
3,97,4555,1.830551,4.185297,-2.4970551,.77789122,1.063307,1.6470439,1.627834,1.2569391,.046,9.9982986,17.200001,3812.083,1,26.9
4,85,2327,1.259432,3.4910359,-2.5212269,.00053720002,.0059329001,.0240697,.65850222,.67003739,.086329997,9.6755266,22.9,4467.5259,0,18.1
4,86,2332,1.3902529,3.5808589,-2.502208,.00086229999,.0090934997,.035713699,.70849931,.67951798,.087580003,9.7059393,21.299999,4612.8892,0,18.700001
4,87,2342,1.435349,3.6657381,-2.554754,.0028170999,.018693401,.064024799,.79401648,.70274931,.081,9.705574,21.799999,5160.5742,0,19
4,88,2343,1.474576,3.6699431,-2.4073291,.0056274999,.031209299,.099587597,.85210508,.71594262,.076669998,9.7215319,21.6,4858.3779,0,18.9
4,89,2346,1.5806381,3.734427,-2.4472611,.0126688,.052941602,.1524305,.91654682,.73268801,.072420001,9.7373695,18.299999,5000.5679,0,19
4,90,2355,1.670068,3.767422,-2.2794991,.027463701,.087551899,.2275137,1.026142,.7495001,.068829998,9.736311,19.6,4474.9072,0,19.9
4,91,2371,1.780875,3.825068,-2.195118,.049270801,.1273765,.30326009,1.127766,.76344138,.072999999,9.7430677,17.299999,4129.561,0,19.9
4,92,2394,1.753947,3.736217,-2.2238929,.084233098,.1824397,.3985005,1.1807621,.85012567,.071999997,9.7886286,17.4,4417.7231,0,20
4,93,2424,1.780489,3.741816,-2.2837861,.12934241,.2435929,.4928281,1.230559,.86627167,.061999999,9.7851419,20,4224.2031,0,19.700001
4,94,2453,1.783573,3.738533,-2.1214869,.183017,.3128731,.58995211,1.1920201,.76477683,.052999999,9.8136311,15.3,3820.165,0,19.700001
4,95,2480.1201,1.712077,3.724283,-2.2592349,.2489707,.38932931,.68726468,1.259438,.94767249,.048999999,9.86446,14.9,3389.199,1,19.5
4,96,2504.8601,1.659026,3.733726,-2.4369161,.32151231,.472092,.78191757,1.332509,1.012138,.054000001,9.8852339,17.200001,2881.584,1,20.1
4,97,2523,1.6617889,3.735714,-2.311743,.39894781,.5535816,.86273873,1.323222,1.054459,.052999999,9.8831072,19.700001,2474.8601,1,19.799999
5,85,26441,2.0321779,4.0493832,-2.256068,.022780901,.1265792,.40183729,.4772709,.98073733,.07192,10.0997,13.6,9530.7217,0,24
5,86,27102,2.215312,4.0632281,-2.1884079,.051137999,.2155156,.61707407,.60305393,.95914721,.066749997,10.12727,12.7,9701.333,0,24.700001
5,87,27777,2.2129021,4.0191712,-2.251256,.1092392,.35073671,.90669131,.75608277,.98407561,.057670001,10.1343,12.3,9722.1543,0,24.1
5,88,28464,2.219368,4.033596,-2.2715919,.2042373,.52506912,1.2329021,.84728241,.97681159,.052999999,10.14166,13.2,9152.8379,0,23.6
5,89,29218,2.274668,4.0526662,-2.2248459,.34632769,.73793632,1.585361,.95244747,.96942109,.050829999,10.14231,12.9,9336.998,0,23.700001
5,90,29889,2.3424661,4.0135741,-2.129698,.53322053,.97845632,1.9384969,1.060048,.97984481,.056170002,10.14162,13.9,8878.2158,0,23.799999
5,91,30407,2.387814,4.039115,-2.064265,.75174218,1.239061,2.2811689,1.147101,.99241751,.075000003,10.11071,15.7,9274.5859,0,22.299999
5,92,30895,2.414757,4.0172372,-2.0642481,1.002434,1.519212,2.6194611,1.175536,1.073334,.090999998,10.11494,15.8,9947.8223,0,21.299999
5,93,31211,2.3774741,3.9851141,-2.03076,1.26903,1.808477,2.930964,1.2278039,1.048752,.092,10.0985,18.200001,9393.6816,0,20.799999
5,94,31431,2.3154981,3.9436829,-2.1386509,1.550488,2.1031101,3.2140789,1.309132,1.010666,.086000003,10.09951,17.9,9046.3643,0,20.1
5,95,31493.5,2.271035,3.8876951,-2.188201,1.845479,2.4034369,3.480608,1.385347,1.0173661,.078000002,10.15592,16.700001,9326.1396,0,19.700001
5,96,31780.801,2.1578929,3.7746899,-2.3886499,2.12975,2.683847,3.705745,1.4602669,1.0531451,.071999997,10.17864,16.9,8814.2568,0,19.1
5,97,32268,2.0772619,3.705512,-2.526674,2.4077549,2.9540119,3.915041,1.536401,1.0900331,.063000001,10.17519,16.6,8921.4717,0,19.5
6,85,3209,1.556585,4.173193,-2.8319681,.0024586001,.026074501,.102827,.067098297,1.001165,.05875,10.00078,10.2,8339.3818,0,25.200001
6,86,3237,1.664724,4.1848879,-2.6443231,.0038296001,.039229099,.15075821,.1235487,.99460119,.074170001,10.00159,13.5,8274.667,0,25.5
6,87,3260,1.553225,4.1026182,-2.837209,.0133942,.080108799,.26293579,.2477382,1.0127521,.076669998,9.9944267,12.5,8247.7041,0,24.799999
6,88,3262,1.561592,4.0526061,-2.8589871,.0267218,.13493951,.40937111,.43090561,1.018438,.06442,10.01883,12.5,9022.7031,0,24.200001
6,89,3276,1.562953,4.0320659,-3.1107719,.060293801,.2268144,.61519992,.62365061,1.030429,.057920001,10.04306,12.1,7774.3208,0,23.9
6,90,3309,1.655678,4.0079432,-3.1771481,.1238391,.3493154,.85065538,.80371392,1.024559,.04958,10.04625,13.7,7159.8521,0,24.200001
6,91,3370,1.723561,4.0120959,-2.8293631,.22353961,.51023269,1.12419,.84080088,1.012946,.050000001,10.05476,10.4,6871.3169,0,23.5
6,92,3465,1.75731,3.9867051,-2.7751889,.3554377,.68281001,1.386979,.91236621,1.146224,.059,10.06634,10.6,6515.3472,0,23.700001
6,93,3566,1.735673,3.9038911,-2.8513241,.52001268,.88004601,1.655269,.95417857,1.145591,.052000001,10.07967,9.8999996,6203.375,0,23.5
6,94,3656,1.628511,3.873023,-2.91082,.69913793,1.082698,1.894377,.97583932,1.151409,.041999999,10.09746,9,5915.9512,0,23.1
6,95,3738.0601,1.48443,3.905592,-2.8510439,.90376252,1.296172,2.115839,1.075462,1.109584,.041999999,10.16635,8.8000002,5586.334,0,24.4
6,96,3812.72,1.400108,3.8558249,-3.0531399,1.1110491,1.509737,2.3174169,1.085039,1.195979,.041999999,10.19144,10.6,5445.3472,0,24.799999
6,97,3893,1.289757,3.7582271,-3.21069,1.323846,1.7199039,2.495858,1.182415,1.210713,.033,10.2039,8.1999998,5528.5181,0,24
7,85,3201,1.382695,3.7533889,-3.2837269,.0024301,.026176101,.104379,.1643412,.97146952,.048500001,10.21292,7.5999999,11764.48,1,20.799999
7,86,3224,1.4378279,3.7739511,-3.081166,.0038163001,.039735101,.1545973,.2335237,.99455839,.037919998,10.26861,6,11651.11,1,20.6
7,87,3247,1.4216191,3.8124149,-3.0356309,.0133961,.082357697,.2737211,.2940205,1.0131789,.03317,10.30923,6.5999999,11426.99,1,21.1
7,88,3272,1.506452,3.828263,-2.9341011,.026054399,.1358868,.4188742,.35633609,1.028453,.029920001,10.3554,4,10237.3,1,20.700001
7,89,3283,1.619198,3.8489671,-2.849489,.058848601,.2281625,.63087511,.36704281,1.042676,.036419999,10.36652,2.9000001,10352.74,1,19.799999
7,90,3288,1.711197,3.8777881,-2.986047,.1236864,.36185011,.89992863,.65321952,1.027616,.050829999,10.3493,6,9594.2002,1,19.799999
7,91,3290,1.686118,3.876569,-2.8675339,.2219303,.52937651,1.198331,.8601194,1.0142519,.067000002,10.32414,8.6000004,9105.3428,1,18.700001
7,92,3279,1.600677,3.8199921,-2.9833059,.36119619,.72517753,1.512791,.95912892,.96331352,.075000003,10.34384,9.3999996,9471.0898,1,18.299999
7,93,3277,1.5177161,3.7362809,-2.766808,.53866822,.94426978,1.820397,.9865312,.98834902,.061999999,10.34354,8.5,9452.7617,1,17.9
7,94,3275,1.516117,3.711746,-2.7234349,.74004281,1.184507,2.1261351,1.165208,.99484408,.056000002,10.3613,10.8,8887.1904,1,17.9
7,95,3265.29,1.403888,3.7158921,-3.0804689,.97106552,1.430877,2.404192,1.47952,1.007679,.055,10.451,9.6999998,8367.8154,1,17.6
7,96,3267.03,1.418067,3.6438241,-3.029042,1.2103339,1.685873,2.6640191,1.511345,1.026462,.057,10.47449,11.7,7500.5942,1,17.200001
7,97,3270,1.36317,3.581691,-3.272264,1.4603519,1.943051,2.9025421,1.524635,1.036083,.050999999,10.48662,8.6000004,8023.3369,1,17.5
8,85,618,1.472665,3.8193109,-3.025291,.0024881,.025798401,.1000617,.92669398,.92992288,.05367,9.9963341,11.4,6502.7319,0,26.200001
8,86,628,1.459577,3.7931609,-3.008553,.0036156999,.03658,.13922749,1.046012,.95314372,.043329999,10.03209,12.4,5849.333,0,26
8,87,637,1.471276,3.8193841,-2.9602621,.0154887,.0841543,.26512611,1.136117,.96659631,.033330001,10.04857,6.5999999,5390.958,0,25.9
8,88,648,1.526123,3.790518,-2.94753,.0275547,.13302431,.3946279,1.220631,1.0083129,.031580001,10.07772,8.6000004,4771.6221,0,25.700001
8,89,658,1.7389719,3.7857771,-2.9628439,.064027399,.2241744,.58872211,1.225499,1.044173,.035829999,10.10361,10,6524.1792,0,24.9
8,90,669,1.875589,3.8469939,-3.0092759,.12945241,.33805439,.79678959,1.2444789,1.0721771,.052329998,10.0948,6.9000001,6372.2681,0,25.799999
8,91,681,1.964614,3.9411111,-2.9126439,.2233092,.47894129,1.023715,1.2088929,1.097116,.061999999,10.08306,7.5,6769.771,0,24.9
8,92,691,1.823568,3.7412469,-3.0724039,.3448731,.63168931,1.256969,1.289625,1.039638,.052999999,10.09146,7.5999999,6864.9512,0,25.200001
8,93,700,1.925499,3.7343991,-2.9957321,.4881199,.79941583,1.481577,1.364717,1.049677,.052999999,10.09208,10.2,6351.0752,0,26.200001
8,94,706,1.878751,3.7483699,-3.063108,.63999152,.97887152,1.696705,1.379485,1.320612,.048999999,10.13125,8.3000002,5783.3071,0,25.9
8,95,718.26501,1.9791909,3.7900679,-3.3579631,.82295501,1.173457,1.911889,1.844633,1.045777,.043000001,10.22965,10.3,5890.1938,0,24.6
8,96,727.09003,1.896652,3.7411089,-3.1550629,.99823028,1.362728,2.0993011,1.899949,1.0345089,.052000001,10.26239,8.6000004,5487.7231,0,24.6
8,97,732,1.913784,3.7978201,-3.705409,1.1900719,1.561664,2.293757,1.949904,1.015844,.039999999,10.26168,9.6000004,5648.27,0,24.9
10,85,11351,2.243252,4.1959782,-2.170023,.0027467001,.0298163,.1195397,.88534582,1.079438,.059829999,9.9596233,13.4,4417.8872,0,29.1
10,86,11668,2.3390479,4.2761359,-2.14131,.0045218002,.0466341,.18014459,.91996652,1.080776,.05717,9.9987841,11.4,4375.1108,0,29.5
10,87,11997,2.3288929,4.316812,-2.169116,.0153223,.0942875,.31302121,1.015986,1.117236,.05333,10.0134,12.4,4469.4258,1,29.6
10,88,12306,2.4196489,4.3650098,-2.162251,.0290055,.15244851,.47133449,.99226648,1.146528,.04992,10.02637,13.6,4641.4858,1,28.299999
10,89,12638,2.4090331,4.3457718,-2.196671,.069381103,.26666531,.73087662,1.036105,1.1751111,.056079999,10.05851,12.5,4180.1621,1,28.200001
10,90,13005,2.5160079,4.3211408,-2.2439749,.14026301,.41053689,1.0172369,1.1513211,1.186307,.059330001,10.04745,14.4,4367.5088,1,28
10,91,13273,2.47206,4.2993379,-2.3641901,.2560775,.60523218,1.354615,1.227455,1.194121,.072999999,10.02699,15.4,4298.8052,1,27
10,92,13483,2.4912591,4.270215,-2.4124629,.41769129,.82313681,1.691079,1.254387,1.364915,.082000002,10.02214,15.3,4544.8521,1,26.700001
10,93,13679,2.4899321,4.2689958,-2.413738,.61924422,1.0663249,2.017596,1.275691,1.3677109,.07,10.0434,17.799999,4342.3618,1,26.1
10,94,13953,2.439579,4.2631259,-2.4829731,.84352893,1.316511,2.311482,1.3522201,1.4153301,.066,10.06779,14.9,4297.687,1,25.799999
10,95,14185.4,2.3697641,4.1929088,-2.6158819,1.099893,1.577217,2.5750749,1.4103,1.4305249,.055,10.10741,16.200001,4090.4131,1,25.4
10,96,14426.9,2.3505001,4.1642299,-2.5949161,1.351626,1.8330131,2.800525,1.504777,1.276116,.050999999,10.12828,14.2,3559.604,1,25.299999
10,97,14654,2.3258951,4.134881,-2.672785,1.616429,2.082258,2.991662,1.486078,1.344834,.048,10.12014,14.3,3672.373,1,25.200001
11,85,5963,1.625937,3.8314519,-2.2636089,.0020526999,.0219144,.086835504,.91687328,.87189192,.065420002,9.8621273,17.700001,5112.835,0,21.4
11,86,6085,1.774047,3.8883431,-2.182704,.0032563,.033515099,.12926701,.9463883,.87468582,.059250001,9.9138088,14.6,4850.667,0,22.1
11,87,6208,1.754007,3.956481,-2.133723,.0099505996,.064273097,.21762221,.9573428,.90328962,.054749999,9.9307976,14.6,4607.6558,0,22.299999
11,88,6316,1.90851,4.0495958,-2.1334381,.0222761,.114759,.3521578,1.049081,.981574,.057999998,9.9528627,14,4554.729,0,21.700001
11,89,6411,1.999699,4.1529279,-2.0564661,.047939699,.1899704,.52656257,1.048285,1.05382,.055330001,9.9539089,15,3945.761,1,21.5
11,90,6508,2.018707,4.090971,-2.1383009,.10056,.2974467,.73874122,1.1184829,1.0339659,.054499999,9.9532976,15.8,3579.926,1,22.299999
11,91,6628,1.9983521,4.051929,-2.0549991,.18580879,.43820521,.98297358,1.202943,1.014001,.050000001,9.941865,17.200001,3249.49,1,21.200001
11,92,6773,1.988948,4.0349178,-2.2126989,.3017064,.59922028,1.2370811,1.2445821,1.23093,.068999998,9.9585648,17.799999,3210,1,21.6
11,93,6917,1.978421,4.001832,-2.1709709,.44680601,.77554703,1.483591,1.2998331,1.313622,.057999998,9.9678726,13.5,3160.7671,1,21.700001
11,94,7055,1.8986,3.978312,-2.3061349,.61171103,.96361601,1.7099,1.364776,1.303676,.052000001,9.9982405,14,3130.4141,1,21.4
11,95,7188.54,1.884382,3.980768,-2.3537481,.79749632,1.16144,1.919361,1.555568,1.272274,.048999999,10.05544,12.1,3108.7129,1,21.5
11,96,7332.23,1.857145,4.0407729,-2.454314,.99157822,1.357491,2.1041059,1.561666,1.301293,.046,10.07977,14.8,3178.218,1,22
11,97,7486,1.802654,3.94837,-2.5875101,1.186343,1.550022,2.268805,1.5670331,1.3379591,.045000002,10.08141,14.5,3392.9529,1,21.6
12,85,1040,.79932469,3.921612,-3.185776,.0143744,.080578499,.25693151,.2575638,.97961259,.056249999,9.9704571,10.7,11963.04,0,27.700001
12,86,1052,.90635562,4.0032811,-3.026623,.032286599,.138252,.39980921,.31705421,.98682088,.048829999,10.01452,10.7,13553.33,0,28
12,87,1068,.9818821,4.0311699,-3.0222991,.068583898,.2226833,.58045489,.3686749,.97463143,.038830001,10.03146,8.8000002,13592.58,0,27.6
12,88,1080,.95622343,4.0606031,-3.200527,.1293948,.3378911,.80050462,.36078629,1.017711,.03083,10.07627,11.1,12276.08,0,28.5
12,89,1095,1.00919,4.109796,-3.028218,.21972761,.47676089,1.036399,.3351486,1.0615129,.02475,10.11748,11.3,12071.68,0,27.1
12,90,1114,1.02763,4.0596838,-3.231523,.33923841,.63296533,1.270004,.4700036,1.06707,.027829999,10.15219,11,11634.76,0,29.299999
12,91,1135,.88278413,4.0480618,-3.227726,.4865315,.819942,1.53479,.42736599,1.06885,.028000001,10.14555,7.6999998,11813.25,0,27.799999
12,92,1156,.95297962,4.0730848,-3.3150511,.65005112,1.002591,1.758655,.44208449,1.061516,.045000002,10.15199,11,11759.41,0,27.4
12,93,1172,.96003002,4.096972,-3.259804,.83267128,1.207062,1.9935679,.65344191,1.075864,.041999999,10.1642,8,11313.77,0,26.299999
12,94,1179,.96382803,4.1617422,-3.160399,1.02685,1.413766,2.2104621,.68715662,1.060347,.061000001,10.17344,8.6999998,10319.75,0,25.5
12,95,1180.49,1.089401,4.2400331,-3.0483329,1.226952,1.628636,2.425472,1.039206,1.027132,.059,10.18688,10.3,9022.2813,0,25.299999
12,96,1184.4301,1.031302,4.1433978,-3.3881409,1.426657,1.836466,2.628818,1.1038311,1.003762,.064000003,10.17622,12.1,8242.1777,0,25.4
12,97,1187,1.02219,4.0509129,-3.229037,1.628683,2.0515089,2.836848,1.219776,1.02223,.064000003,10.15451,13.9,8103.1709,0,24.9
13,85,994,.86467969,3.6146629,-3.8106949,.00042500001,.0046186,.018531401,.2345814,.8458553,.079580002,9.7152567,16,8885.4121,0,22.299999
13,86,990,.81294841,3.698029,-3.4319689,.00070450001,.0073365001,.0285479,.3083424,.85016811,.086829998,9.7362137,18.5,9748.8887,0,22.5
13,87,985,.77498448,3.6874061,-3.4586539,.0020963999,.0139003,.047542199,.38023359,.82938951,.080420002,9.7407227,15.1,8247.7041,0,22
13,88,986,.86638433,3.6342981,-3.310138,.0045531001,.0243917,.076240502,.4058035,.84235448,.05875,9.7660036,12.5,8415.4053,0,21.1
13,89,994,.95458239,3.6244209,-3.643641,.0101255,.041605901,.118176,.5912739,.84917963,.050999999,9.8279266,12.4,8204.0557,0,21.6
13,90,1013,1.008095,3.6264839,-3.624835,.0211992,.066194803,.1705444,.68911493,.92669922,.058499999,9.8399277,14.9,8126.4312,1,22.9
13,91,1038,1.066636,3.66593,-4.0006118,.039742298,.100082,.2349216,.7213729,.98661208,.061000001,9.8350945,13.9,8360.668,1,22.200001
13,92,1066,1.0356981,3.615824,-3.3607509,.065465897,.1383733,.30027011,.77185512,.93461877,.064999998,9.8561497,15,8009.1099,1,22.6
13,93,1099,1.036033,3.573281,-3.5364201,.099273898,.18335821,.36992559,.83135802,.94623202,.061000001,9.8773632,13.1,7562.209,1,21.799999
13,94,1133,1.050087,3.6352611,-3.343745,.13941529,.23549969,.44623941,.86341578,.89253491,.056000002,9.903079,12,6977.1079,1,21.4
13,95,1165,1.167701,3.7068291,-3.189275,.1857761,.29294151,.52449077,.90867132,.87686521,.054000001,9.9196787,14.5,6030.437,1,20.1
13,96,1187.71,.9839136,3.6241839,-3.318579,.2385149,.35697559,.60625011,1.04965,.90124238,.052000001,9.9336338,11.9,5339.4058,1,20.6
13,97,1210,.94303727,3.602349,-3.434814,.29828799,.42619029,.68692672,1.171885,.89406532,.052999999,9.9219522,14.7,5149.3062,1,20.1
14,85,11400,1.9663759,3.8396499,-2.5094149,.0026583001,.0283891,.1125166,.40523139,1.171376,.09042,10.02082,15.6,11516.29,0,24.299999
14,86,11387,2.1049969,3.8743701,-2.4097331,.0040930002,.0419802,.16148821,.49137449,1.144586,.081079997,10.0553,13.3,11318.22,0,24.700001
14,87,11391,2.09131,3.849679,-2.4663799,.0140093,.084675901,.2779054,.53568321,1.207191,.073579997,10.06775,14.4,11150.53,0,25.1
14,88,11390,2.105835,3.886801,-2.441777,.0282449,.141672,.4268145,.55538052,1.191571,.068000004,10.08796,12.7,11365.14,0,25
14,89,11410,2.156693,3.8913071,-2.384748,.063087098,.23613121,.6354875,.61563641,1.1761529,.059749998,10.11391,12.7,10782.47,0,24.4
14,90,11449,2.267792,3.903939,-2.270694,.1320314,.37013569,.89056528,.77279878,1.180554,.061420001,10.11675,13.7,10166.99,0,25.700001
14,91,11525,2.342598,3.9319839,-2.1821539,.23642451,.53302091,1.157343,.87686533,1.18326,.071000002,10.09824,13.5,9139.1904,0,24.4
14,92,11613,2.281121,3.87026,-2.1729791,.37902099,.71374702,1.417976,.92673492,1.221169,.075000003,10.12329,15.3,8581.1885,0,23.799999
14,93,11697,2.2614851,3.841213,-2.1726511,.55202478,.90352851,1.64934,1.002297,1.196427,.074000001,10.12783,13.6,7916.688,0,23.5
14,94,11752,2.262727,3.8426571,-2.1433899,.73477662,1.0939471,1.845348,1.0814821,1.2057149,.057,10.15419,12.4,7136.2822,0,23.6
14,95,11884.9,2.2940221,3.793014,-2.2756009,.93286932,1.281201,2.0084679,1.134138,1.2481821,.052000001,10.20035,12.4,6474.5381,0,23.200001
14,96,11953,2.1728351,3.781991,-2.3163159,1.1226569,1.462763,2.146785,1.1532741,1.259465,.052999999,10.22424,12.1,6080.9902,0,22.9
14,97,11896,2.1534259,3.7564681,-2.3845351,1.306159,1.636929,2.2680309,1.178777,1.2677211,.046999998,10.23659,11.2,5867.813,0,22.9
15,85,5459,1.136771,3.5921121,-2.8398299,.00053810002,.0059277001,.024005201,.50711769,.73959643,.078749999,9.8443022,12,7148.042,1,22
15,86,5454,1.1331511,3.5778439,-2.8080471,.00092600001,.0096803997,.037775401,.58174372,.73485541,.067500003,9.8822317,12.7,7038.2231,1,22.1
15,87,5473,1.19989,3.6458271,-2.880734,.0022712999,.0173267,.062364299,.60252893,.76050079,.063670002,9.8970432,11.1,6496.7939,1,21.9
15,88,5492,1.350095,3.6446581,-2.730515,.0058014998,.032929901,.1066509,.66422951,.77418733,.053169999,9.9150448,10.1,6029.5942,1,21.9
15,89,5524,1.414803,3.709626,-2.7503901,.0123769,.056264501,.1671547,.71894062,.78759623,.04733,9.9365816,13.7,5860.041,1,21.5
15,90,5557,1.55356,3.737592,-2.782172,.026321501,.090330303,.24183071,.8360368,.78863841,.05308,9.9351416,13,5763.6802,1,22.4
15,91,5607,1.620576,3.7646329,-2.584399,.050844599,.136526,.3305915,.87810463,.78948748,.059,9.9210815,15.7,5720.457,1,21.6
15,92,5658,1.626992,3.733233,-2.500941,.087440401,.1960008,.4357408,.93533421,.82002407,.064999998,9.9537973,11.7,5911.4849,1,20.700001
15,93,5713,1.587351,3.682862,-2.586714,.1360019,.26595181,.5511452,.89094567,.86181098,.052999999,9.9656334,12.2,5612.5771,1,20.5
15,94,5752,1.65846,3.705667,-2.5414109,.1976009,.34939271,.67665571,.9219808,.85280889,.048999999,10.00135,13.7,5013.9668,1,20.6
15,95,5791.8198,1.659672,3.717155,-2.520016,.27113521,.43875161,.79160053,.95943552,.85963941,.046999998,10.04371,9.6000004,4744.8779,1,20.1
15,96,5834.9102,1.681866,3.680186,-2.6313591,.35861379,.53621233,.90235877,1.023924,.8519308,.041000001,10.06089,7.5,4301.188,1,20.299999
15,97,5864,1.638314,3.6767111,-2.612802,.45204541,.63183159,.99758291,1.066999,.87126249,.035,10.05211,8.8000002,4251.1709,1,20.299999
